productid,productname,productimages,productdescription,productsku,productminmaxquantity,productpriceselling,productstatus,productinventory,productcategory,productpricecost,productpricecompare,producttax_percent,productlabels,producttags
"","London Brick Company LBC Facing Brick Commons - Pack of 390","https://dam-assets.apps.travisperkins.group/v448rn3/GPID_1000194125_IMG_00.jpg","This original London Brick sometimes known as a fletton has been used for over 130 years and is a tried and tested brick, it does not have a decorative face like many bricks but can still be used as a facing brick if required, main uses are more functional, below DPC, non visible walls, garden use, outbuildings etc.","3647300091","1,18",623.41,"ACTIVE",18,"Building Materials",542.1,"",20
"","Solid Dense 7.3N Concrete Block Grey 100mm","https://dam-assets.apps.travisperkins.group/KOm4J/GPID_1000194641_IMG_00.jpg","This solid, dense concrete block from Aggregate Industries is suitable for cavity or solid wall constructions, internal load bearing walls and beam and block flooring. Water resistant with sound insulation properties.","6587046557","1,1431",2.08,"ACTIVE",1431,"Building Materials",1.81,"",20
"","Solid Dense 7.3N Concrete Block Grey 140mm","https://dam-assets.apps.travisperkins.group/lARvm/GPID_1000194642_IMG_00.jpg","This solid, dense concrete block from Aggregate Industries is suitable for cavity or solid wall constructions, internal load bearing walls and beam and block flooring. Water resistant with sound insulation properties.","9725981426","1,742",3.06,"ACTIVE",742,"Building Materials",2.66,"",20
"","Solid Medium Density 7.3N Concrete Block 100mm","https://dam-assets.apps.travisperkins.group/K56kv/GPID_1000076037_IMG_00.jpg","This lightweight aggregate block from Tarmac is suited to a number of load bearing applications and provide a high level of performance.","5784597324","1,804",2.61,"ACTIVE",804,"Building Materials",2.27,"",20
"","Hepworth Square Hole Airbrick 215 x 140mm Red YA14R","https://dam-assets.apps.travisperkins.group/lZaVp/GPID_1000327250_IMG_00.jpeg","Hepworth Terracotta airbricks allow the free movement of air to ventilate buildings. Terracotta airbricks can complement the external finish of a property and will weather well with the surrounding brickwork.","7433990478","1,3",12.17,"ACTIVE",3,"Building Materials",10.58,"",20
"","Hepworth Cavity Liner 215 x 140 x 200mm YB13","https://dam-assets.apps.travisperkins.group/oe0411n/GPID_1000327263_IMG_00.jpg","Cavity liner for use with air bricks to form a duct through walls to assist ventilation.","2690835658","1,10",18.22,"ACTIVE",10,"Building Materials",15.84,"",20
"","Fillcrete Brickfill Expansion Joint Roll 10mm x 100mm x 10m","https://dam-assets.apps.travisperkins.group/lx2ag/GPID_1000198648_IMG_00.jpeg","The expansion joint roll from Fillcrete Brickfill consists of cross linked polyethylene foams suitable for brick and blockwork expansion and movement joints. It is handy and lightweight. 10 rolls per pack.","9009738510","1,40",12.91,"ACTIVE",40,"Building Materials",11.23,"",20
"","Fillcrete Expansion Joint Brickfill Roll 10mm x 150mm x 10m","https://dam-assets.apps.travisperkins.group/K6o3d/GPID_1000198649_IMG_00.jpeg","10mm 150 x 10,000 rolls of Brickfill closed cell cross linked polyethylene foams for all your requirements for brick and blockwork expansion and movement joints packed in 10 rolls per merchant pack.","8757895891","1,42",19.93,"ACTIVE",42,"Building Materials",17.33,"",20
"","Ndc Polipak Dpc 300mm x 30m","https://dam-assets.apps.travisperkins.group/xgyq4d7/GPID_1100895487_IMG_00.jpg","Damplas Damp Proof Course (DPC), 30m x 300mm","9946104501","1,7",16.56,"ACTIVE",7,"Building Materials",14.4,"",20
"","IKO Hyload Original Damp Proof Course 450mm x 20m","https://dam-assets.apps.travisperkins.group/oz849py/GPID_1000198830_IMG_00.jpeg","IKO Hyload Original Damp-proof Course system is a flexible polymeric sheet material, used within masonry walls to prevent passage of moisture from the ground and at all levels as cavity tray to prevent the downward movement of water.Trusted for over 40 years, Hyload Original is the UKâ€™s leading High Performance DPC","7637480921","1,5",89.78,"ACTIVE",5,"Building Materials",78.07,"",20
"","Ndc Polipak Dpc 600mm x 30m","https://dam-assets.apps.travisperkins.group/vne385g/GPID_1100895498_IMG_00.jpg","Damplas Damp Proof Course (DPC), 30m x 600mm","2728819377","1,3",33.10,"ACTIVE",3,"Building Materials",28.78,"",20
"","IKO Hyload Original Damp Proof Course 100mm x 20m","https://dam-assets.apps.travisperkins.group/xp81e45/GPID_1000198827_IMG_00.jpeg","IKO Hyload Original Damp-proof Course system is a flexible polymeric sheet material, used within masonry walls to prevent passage of moisture from the ground and at all levels as cavity tray to prevent the downward movement of water.Trusted for over 40 years, Hyload Original is the UKâ€™s leading High Performance DPC","6240862712","1,6",31.26,"ACTIVE",6,"Building Materials",27.18,"",20
"","IKO Hyload Original Damp Proof Course 150mm x 20m","https://dam-assets.apps.travisperkins.group/xkg0640/GPID_1000198828_IMG_00.jpg","IKO Hyload Original Damp-proof Course system is a flexible polymeric sheet material, used within masonry walls to prevent passage of moisture from the ground and at all levels as cavity tray to prevent the downward movement of water.Trusted for over 40 years, Hyload Original is the UKâ€™s leading High Performance DPC","6406988165","1,3",50.88,"ACTIVE",3,"Building Materials",44.24,"",20
"","Ndc Polipak Dpc 450mm x 30m","https://dam-assets.apps.travisperkins.group/om53j0n/GPID_1100895497_IMG_00.jpg","Damplas Damp Proof Course (DPC), 30m x 450mm","4910922945","1,4",24.83,"ACTIVE",4,"Building Materials",21.59,"",20
"","Ndc Polipak Dpc 150mm x 30m","https://dam-assets.apps.travisperkins.group/xkgm5lz/GPID_1100895499_IMG_00.jpg","Damplas Damp Proof Course (DPC), 30m x 150mm","4604517230","1,8",8.28,"ACTIVE",8,"Building Materials",7.2,"",20
